close,high,low,open,time,volume
2326.6,2326.6,2326.6,2326.6,1777851600,1
2327.1,2327.1,2326.75,2326.75,1777851540,476
2323.75,2323.75,2323.75,2323.75,1777851480,0
2323.75,2323.75,2323.75,2323.75,1777851420,470
2324.9,2324.9,2324.9,2324.9,1777851360,0
2324.9,2324.9,2324.9,2324.9,1777851300,0
2324.9,2324.9,2324.75,2324.75,1777851240,614
2327.05,2327.05,2327.05,2327.05,1777851180,50
2324.1,2324.1,2324.1,2324.1,1777851120,0
2324.1,2324.1,2324.1,2324.1,1777851060,0
2324.1,2324.1,2324.1,2324.1,1777851000,10
2324.75,2325.55,2324.75,2325.25,1777850940,140
2325.9,2325.9,2325.9,2325.9,1777850880,45
2324.15,2324.15,2323.5,2323.5,1777850820,252
2325.55,2325.55,2325.55,2325.55,1777850760,0
2325.55,2325.55,2325.55,2325.55,1777850700,100
2326.25,2326.25,2325.3,2325.45,1777850640,1203
2324.85,2325.0,2320.75,2325.0,1777850580,2143
2328.75,2330.75,2328.75,2330.75,1777850520,761
2333.85,2333.85,2333.85,2333.85,1777850460,10
2335.05,2335.05,2335.05,2335.05,1777850400,0
2335.05,2335.05,2335.05,2335.05,1777850340,0
2335.05,2335.05,2335.05,2335.05,1777850280,10
2335.1,2335.65,2335.1,2335.25,1777850220,572
2336.45,2336.45,2335.6,2335.6,1777850160,636
2334.65,2334.65,2334.65,2334.65,1777850100,105
2335.8,2335.8,2335.8,2335.8,1777850040,0
2335.8,2335.8,2335.8,2335.8,1777849980,135
2337.35,2337.35,2337.35,2337.35,1777849920,0
2337.35,2338.45,2337.35,2338.45,1777849860,571
2338.95,2339.65,2338.95,2339.65,1777849800,1478
2340.0,2340.4,2340.0,2340.4,1777849740,509
2342.1,2342.1,2342.1,2342.1,1777849680,500
2341.9,2341.9,2341.9,2341.9,1777849620,647
2345.85,2345.85,2345.85,2345.85,1777849560,0
2345.85,2345.85,2345.85,2345.85,1777849500,10
2345.0,2345.7,2345.0,2345.7,1777849440,500
2345.35,2345.35,2345.35,2345.35,1777849380,295
2343.4,2343.4,2342.45,2342.45,1777849320,763
2341.25,2341.25,2340.0,2340.0,1777849260,777
2341.55,2341.55,2341.55,2341.55,1777849200,8
2342.85,2342.85,2342.85,2342.85,1777849140,128
2342.7,2342.7,2342.7,2342.7,1777849080,10
2341.65,2341.65,2341.65,2341.65,1777849020,0
2341.65,2341.8,2341.65,2341.8,1777848960,200
2341.65,2341.65,2341.65,2341.65,1777848900,0
2341.65,2341.65,2341.65,2341.65,1777848840,8
2341.5,2341.5,2341.5,2341.5,1777848780,0
2341.5,2341.6,2340.9,2341.05,1777848720,393
2344.3,2344.3,2344.3,2344.3,1777848660,50
2349.15,2349.15,2349.15,2349.15,1777848600,0
2349.15,2349.15,2349.15,2349.15,1777848540,0
2349.15,2349.15,2349.15,2349.15,1777848480,105
2347.75,2347.75,2347.75,2347.75,1777848420,1
2349.55,2350.8,2347.25,2347.25,1777848360,1226
2345.8,2345.8,2345.8,2345.8,1777848300,0
2345.8,2345.8,2345.8,2345.8,1777848240,171
2344.0,2344.15,2344.0,2344.15,1777848180,58
2343.2,2343.2,2341.55,2341.55,1777848120,1401
2340.55,2340.55,2340.55,2340.55,1777848060,58
2339.75,2339.75,2339.65,2339.65,1777848000,446
2337.95,2338.1,2337.95,2338.1,1777847940,244
2338.4,2338.4,2338.4,2338.4,1777847880,1
2336.7,2336.7,2336.7,2336.7,1777847820,3
2337.25,2337.25,2337.25,2337.25,1777847760,33
2338.9,2338.9,2338.9,2338.9,1777847700,0
2338.9,2339.45,2337.9,2337.9,1777847640,772
2337.35,2337.35,2337.35,2337.35,1777847580,12
2333.75,2333.75,2333.75,2333.75,1777847520,100
2338.55,2338.55,2338.55,2338.55,1777847460,0
2338.55,2338.55,2338.55,2338.55,1777847400,0
2338.55,2338.55,2338.55,2338.55,1777847340,0
2338.55,2338.55,2338.55,2338.55,1777847280,0
2338.55,2338.55,2338.4,2338.4,1777847220,600
2334.1,2334.1,2334.1,2334.1,1777847160,0
2334.1,2334.1,2334.1,2334.1,1777847100,500
2336.2,2336.2,2336.2,2336.2,1777847040,0
2336.2,2338.7,2336.2,2338.7,1777846980,405
2340.8,2340.8,2340.8,2340.8,1777846920,10
2344.4,2344.4,2344.4,2344.4,1777846860,0
2344.4,2344.4,2344.4,2344.4,1777846800,126
2345.2,2345.2,2345.2,2345.2,1777846740,400
2344.85,2344.85,2344.85,2344.85,1777846680,230
2345.1,2349.35,2345.1,2349.35,1777846560,370
2355.5,2356.1,2349.6,2349.85,1777846500,15390
